Anno;Quartiere;NIL;Uomini;Donne;Totale;Minori;Stranieri;Famiglie registrate in anagrafe;Famiglie unipersonali registrate in anagrafe;80 e più soli fam registrate in anagrafe;Nati vivi;Nati fuori dal matrimonio;Nati con almeno un genitore straniero;Morti;Emigrati;Immigrati;80 e più;65 e più;Prima cittadinanza;residenti prima cittadinanza;Seconda cittadinanza;residenti seconda cittadinanza;Terza cittadinanza;residenti terza cittadinanza;Scuola dell'infanzia (numero);Scuola primaria (numero);Scuola secondaria di primo grado (numero);Area (metri quadrati)
2012;Padova - Turro - Crescenzago;19;18024;18416;36440;5124;12012;20678;11867;1418;336;138;214;351;1022;1671;2605;8101;Filippine;2516;Egitto;2116;Cinese, Repubblica Popolare;1157;6;4;3;2061945,5
2012;Pagano;68;7985;9232;17217;3188;1884;8651;4088;673;137;36;24;152;441;491;1326;3939;Filippine;325;Francia;168;Sri Lanka (ex Ceylon);168;2;2;2;1289734,29
2012;Parco Bosco in citta';88;289;245;534;137;255;267;113;5;14;9;7;3;158;73;11;61;Kosovo;70;Macedonia, Repubblica di, Repubblica di;51;Romania;22;0;0;0;7837668,61
2012;Parco dei Navigli;86;163;138;301;62;51;154;70;5;2;0;1;4;17;15;8;29;Bulgaria;10;Romania;10;Albania;8;0;0;0;3617836,27
2012;Parco delle Abbazie;85;264;218;482;131;233;226;126;4;9;2;5;2;19;31;8;43;Romania;92;Montenegro;63;Bosnia-Erzegovina;41;0;0;0;13722000
2012;Parco Forlanini - Cavriano;24;544;466;1010;150;309;600;371;26;11;5;3;7;53;71;38;127;Egitto;53;Romania;42;Marocco;33;0;0;0;2925814,52
2012;Parco Nord;84;73;62;135;19;42;76;43;2;1;0;0;0;6;4;2;15;Cinese, Repubblica Popolare;8;Sri Lanka (ex Ceylon);6;Egitto;4;1;1;0;1533639,39
2012;Parco Sempione;8;3;0;3;2;0;1;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;0;0;0;470434,33
2012;Porta Garibaldi - Porta Nuova;9;2506;2835;5341;709;801;3161;1853;207;38;19;9;45;184;206;364;1131;Perù;106;Cinese, Repubblica Popolare;76;Sri Lanka (ex Ceylon);56;1;0;0;785668,25
2012;Porta Genova;50;6869;8306;15175;2319;1418;8213;4380;649;121;44;25;159;360;432;1163;3724;Filippine;224;Sri Lanka (ex Ceylon);111;Egitto;89;4;2;0;996786,39
2012;Porta Magenta;51;11981;14872;26853;4337;3032;14248;7373;1153;235;66;45;263;747;877;2201;6573;Filippine;579;Perù;231;Francia;228;4;3;3;1306450,76
2012;Porta Ticinese - Conca del Naviglio;6;9440;10733;20173;2735;2586;11940;7270;660;158;55;41;188;538;846;1249;4320;Filippine;346;Egitto;320;Sri Lanka (ex Ceylon);178;8;3;2;1255064,75
2012;Porta Ticinese - Conchetta;44;8127;9179;17306;2437;2656;10284;6324;606;192;91;49;137;538;797;1094;3454;Egitto;304;Filippine;301;Perù;213;4;1;0;1483927,87
2012;Porta Vigentina - Porta Lodovica;5;6498;7426;13924;2184;1758;7508;3966;541;103;33;17;125;311;538;1124;3375;Filippine;204;Sri Lanka (ex Ceylon);189;Egitto;173;4;3;2;1135239,32
2012;Portello;67;3612;4129;7741;1062;785;4165;2097;408;56;20;12;86;163;213;799;2186;Filippine;122;Perù;113;Cinese, Repubblica Popolare;53;3;3;0;909636,6
2012;Pta Romana;27;7830;8819;16649;2295;2085;9647;5731;578;156;57;39;147;477;654;1048;3479;Filippine;372;Sri Lanka (ex Ceylon);138;Cinese, Repubblica Popolare;130;1;2;1;1002793,53
2012;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;65;15447;17543;32990;4412;2756;16019;6040;1231;203;83;68;376;748;630;3075;11591;Perù;321;Romania;296;Filippine;293;6;6;3;3894538,21
2012;QT 8;66;1856;2248;4104;621;430;2075;973;238;40;9;10;61;96;91;466;1108;Filippine;64;Sri Lanka (ex Ceylon);54;Perù;41;3;2;1;1024437,42
2012;Quarto Cagnino;61;4677;4933;9610;1434;939;4540;1782;238;53;23;18;83;146;214;554;2506;Egitto;178;Perù;112;Cinese, Repubblica Popolare;96;3;1;1;986391,48
2012;Quarto Oggiaro - Vialba - Musocco;76;15442;16644;32086;5308;6981;15248;6411;1058;260;128;116;376;764;882;2435;7300;Cinese, Repubblica Popolare;1532;Egitto;958;Filippine;622;7;5;3;2778263,75
2012;Quinto Romano;62;2422;2515;4937;692;448;2332;917;113;32;11;8;51;117;102;232;1102;Egitto;67;Filippine;50;Perù;49;1;1;0;1645859,77
2012;Quintosole;39;509;174;683;72;121;523;101;6;2;1;2;5;59;78;10;80;Albania;31;Egitto;24;Romania;20;0;0;0;1057528,77
2012;Rogoredo - Santa Giulia;33;4766;4538;9304;1758;1619;4816;2438;202;129;29;28;60;233;380;379;1312;Egitto;226;Perù;210;Romania;140;2;1;1;1200161,64
2012;Ronchetto delle Rane;40;402;378;780;196;127;305;97;14;6;1;3;1;10;4;26;88;Egitto;45;Filippine;20;Perù;14;0;0;0;188870,6
2012;Ronchetto sul Naviglio - Q.re Lodovico il Moro;48;7082;7688;14770;2002;1865;7544;3427;424;100;35;37;155;351;430;985;4104;Egitto;357;Perù;235;Filippine;209;4;4;3;2406775,2
2012;Roserio;74;141;117;258;39;45;114;39;2;3;2;0;0;10;5;10;48;Cinese, Repubblica Popolare;23;Filippine;5;Ecuador;3;0;0;0;708465,8
2012;San Siro;57;12697;13683;26380;4030;8775;15082;8908;1159;196;63;129;330;662;1053;2077;6013;Egitto;2617;Filippine;1202;Marocco;686;2;1;1;984925,54
2012;Sarpi;69;13806;16062;29868;4641;5382;16748;9456;1054;303;126;100;267;765;1209;2058;6228;Cinese, Repubblica Popolare;1948;Filippine;608;Perù;262;4;4;3;1811914,53
2012;Scalo Romana;36;5952;5434;11386;1633;3763;6381;3701;226;115;48;65;68;343;743;465;1968;Egitto;749;Filippine;603;Sri Lanka (ex Ceylon);315;0;1;0;1736727,98
2012;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;42;14699;15435;30134;4646;5818;16185;8399;1023;285;98;101;272;802;1143;2106;6791;Filippine;999;Egitto;904;Perù;410;9;5;3;3232237,35
2012;Stadio - Ippodromi;60;6354;6814;13168;2506;2696;6159;2598;366;88;28;27;115;309;421;875;2869;Francia;671;Filippine;381;Perù;189;7;9;4;3435307,37
2012;Stazione Centrale - Ponte Seveso;10;9042;8874;17916;2536;4470;10294;6039;558;146;50;70;149;533;989;1119;3636;Filippine;642;Bangladesh;607;Cinese, Repubblica Popolare;537;3;3;3;1556077,52
2012;Stephenson;75;32;24;56;4;12;27;12;1;0;0;0;0;2;1;2;13;Cinese, Repubblica Popolare;8;Brasile;3;Perù;1;0;0;0;560097,89
2012;Taliedo - Morsenchio - Q.re Forlanini;30;8805;10331;19136;2798;2826;9945;4630;1007;142;53;47;263;421;449;2219;5866;Perù;409;Filippine;322;Egitto;278;4;4;2;3821389,97
2012;Tibaldi;43;5668;6232;11900;1494;2074;6958;4060;514;91;38;27;107;295;489;967;2953;Egitto;397;Filippine;291;Perù;180;2;1;1;786214,31
2012;Tre Torri;59;615;731;1346;244;165;661;307;60;14;5;4;10;37;30;112;319;Francia;26;Filippine;21;Stati Uniti d'America;10;0;0;0;513316,34
2012;Trenno;64;2152;2078;4230;552;300;2064;720;95;20;7;2;38;210;178;200;1015;Afghanistan;30;Eritrea;21;Filippine;20;2;0;0;489710,56
2012;Triulzo Superiore;32;908;600;1508;243;1042;936;647;15;16;8;13;8;47;133;29;110;Egitto;292;Sri Lanka (ex Ceylon);156;Perù;117;0;0;0;1395022,03
2012;Umbria - Molise - Calvairate;28;10724;12020;22744;3169;4664;12952;7415;1044;208;79;74;229;535;756;1837;5414;Filippine;813;Egitto;717;Perù;358;3;1;1;1192396,73
2012;Vigentino - Q.re Fatima;38;6718;7091;13809;2129;1659;6987;3146;370;109;45;31;125;309;455;809;3504;Filippine;199;Egitto;173;Sri Lanka (ex Ceylon);161;4;2;1;1853233,5
2012;Villapizzone - Cagnola - Boldinasco;71;19799;20545;40344;6339;12389;21780;11552;1441;412;151;224;468;941;1627;2941;8447;Cinese, Repubblica Popolare;2418;Egitto;1863;Filippine;1823;11;8;3;3427070,6
2012;XXII Marzo;26;14343;17019;31362;4679;3368;17135;9209;1206;283;106;62;321;810;897;2354;7604;Filippine;572;Perù;282;Sri Lanka (ex Ceylon);223;5;3;3;1637499,71
2013;Adriano;17;7912;7608;15520;2998;3137;7681;3293;266;182;65;61;71;512;542;553;2341;Filippine;531;Egitto;409;Cinese, Repubblica Popolare;390;4;1;0;2431560,11
2013;Affori;80;12043;11956;23999;3973;7019;12625;6524;670;230;89;127;191;940;851;1321;4724;Cinese, Repubblica Popolare;1587;Egitto;1140;Filippine;1008;5;3;2;2070893,65
2013;Assiano;87;165;157;322;74;32;137;56;7;5;4;1;1;6;35;10;38;Paesi Bassi;9;Serbia, Repubblica di, Repubblica di;5;Romania;3;0;0;0;5844580,12
2013;Baggio - Q.re degli Olmi - Q.re Valsesia;55;13911;15384;29295;4508;5061;14412;6103;942;229;100;105;295;1182;820;2184;7764;Filippine;968;Perù;713;Egitto;593;7;3;2;3478599,96
2013;Bande Nere;52;19764;23672;43436;6032;6678;24026;12149;2104;317;116;106;614;1575;1360;4576;12543;Filippine;1447;Perù;601;Egitto;585;15;7;7;2663880,93
2013;Barona;46;7962;9012;16974;2323;2137;8146;3092;568;87;44;44;243;457;323;1419;5247;Egitto;536;Marocco;234;Filippine;219;3;3;1;2006324,59
2013;Bicocca;15;3840;3723;7563;1316;1266;3978;2020;146;71;27;17;38;350;442;295;1187;Egitto;188;Filippine;170;Ecuador;99;0;0;0;1534521,13
2013;Bovisa;77;6669;6325;12994;1926;4637;7448;4432;433;140;48;84;89;699;642;775;2347;Egitto;1166;Cinese, Repubblica Popolare;721;Filippine;533;4;2;1;1913132,63
2013;Bovisasca;81;3439;3824;7263;1097;978;3432;1290;233;45;20;11;112;234;149;620;1955;Perù;121;Egitto;117;Cinese, Repubblica Popolare;95;3;1;1;1576826,44
2013;Brera;2;8158;9693;17851;2795;2611;10142;5679;673;140;42;23;175;891;745;1217;4139;Filippine;431;Sri Lanka (ex Ceylon);235;Francia;134;6;6;5;1637395,23
2013;Bruzzano;83;6168;6396;12564;2012;2311;6126;2585;326;114;43;52;101;419;339;734;2885;Egitto;373;Perù;267;Ecuador;199;3;2;1;1667691,29
2013;Buenos Aires - Porta Venezia - Porta Monforte;21;28699;32818;61517;9120;8401;34321;19340;2370;516;189;119;569;2558;2170;4309;14038;Filippine;1378;Sri Lanka (ex Ceylon);560;Cinese, Repubblica Popolare;541;10;5;4;2877542,27
2013;Cantalupa;47;238;229;467;77;71;234;114;3;7;5;2;2;24;11;5;80;Egitto;18;Cinese, Repubblica Popolare;8;Perù;7;0;0;0;926716,81
2013;Cascina Merlata;73;441;71;512;13;66;477;11;0;1;1;1;3;66;121;0;18;Marocco;19;Romania;12;Albania;7;0;0;0;1729126,9
2013;Chiaravalle;34;579;539;1118;147;152;563;255;23;4;2;3;11;38;17;48;220;Sri Lanka (ex Ceylon);21;Bangladesh;19;Filippine;17;1;0;0;311640,12
2013;Cimiano - Rottole - Q.re Feltre;18;9112;10604;19716;2695;3064;10628;5354;1056;118;49;42;256;664;628;2104;5748;Filippine;605;Perù;415;Egitto;294;7;4;3;4971969,5
2013;Citta' studi;22;16756;19707;36463;4895;5919;20933;12076;1850;257;89;91;395;1405;1175;3229;9383;Filippine;892;Perù;615;Egitto;430;7;8;5;2207487,44
2013;Comasina;82;4681;4757;9438;1704;3114;4589;2083;343;107;49;69;101;455;290;660;1918;Cinese, Repubblica Popolare;906;Egitto;416;Perù;301;3;2;2;926734,56
2013;Corsica;25;8661;10330;18991;2652;2944;10605;5836;866;159;44;47;208;702;604;1646;4754;Filippine;683;Perù;267;Ecuador;191;6;3;3;1081329,7
2013;De Angeli - Monte Rosa;58;9316;11439;20755;3201;2746;11300;5905;844;167;48;40;239;787;761;1741;5193;Filippine;425;Francia;299;Perù;210;3;2;3;1323078,54
2013;Dergano;79;11684;10501;22185;3597;7773;12219;7023;590;218;92;108;161;1097;1026;1161;3872;Egitto;1795;Cinese, Repubblica Popolare;1479;Filippine;914;3;3;3;1358615,04
2013;Duomo;1;7904;8726;16630;2618;2374;9356;5294;582;136;47;30;140;1059;762;1052;3707;Filippine;461;Sri Lanka (ex Ceylon);291;Perù;139;4;4;3;2341704,07
2013;Farini;78;2111;1863;3974;563;1463;2374;1467;89;48;20;26;27;233;244;156;611;Egitto;368;Cinese, Repubblica Popolare;270;Filippine;168;0;0;0;1010230,89
2013;Figino;63;848;880;1728;269;303;842;378;47;14;5;7;17;47;46;99;353;Romania;67;Sri Lanka (ex Ceylon);56;Egitto;43;2;2;1;1424713,85
2013;Forze Armate;56;11246;12539;23785;3482;4039;11839;5199;824;165;67;64;254;872;681;1675;6158;Filippine;793;Egitto;534;Perù;448;7;5;2;3206902,39
2013;Ghisolfa;70;8159;9178;17337;2691;3137;9535;5153;760;150;59;50;186;655;579;1425;3901;Cinese, Repubblica Popolare;616;Filippine;558;Egitto;278;0;0;0;1051452,21
2013;Giambellino;49;15122;16714;31836;5063;8180;17357;9587;1278;309;116;153;332;1229;1181;2336;7229;Egitto;1936;Filippine;1324;Sri Lanka (ex Ceylon);662;2;2;2;1965274,21
2013;Giardini P.ta Venezia;3;23;24;47;6;8;19;8;0;1;1;0;0;5;0;1;6;Filippine;5;Sri Lanka (ex Ceylon);2;Stati Uniti d'America;1;1;0;0;249646,83
2013;Gorla - Precotto;16;13637;14243;27880;4201;6507;14912;7560;860;282;93;127;236;1139;1063;1729;6248;Filippine;1499;Perù;691;Egitto;674;9;6;2;3005623,49
2013;Gratosoglio - Q.re Missaglia - Q.re Terrazze;41;8935;9784;18719;2922;2652;8779;3388;569;95;48;24;207;545;362;1560;5595;Egitto;438;Filippine;312;Marocco;253;3;4;2;3312818,32
2013;Greco - Segnano;13;7364;7773;15137;2367;3726;8123;4208;644;137;50;69;136;672;644;1227;3417;Filippine;814;Cinese, Repubblica Popolare;548;Egitto;450;2;2;2;1768669,43
2013;Guastalla;4;6831;8108;14939;2255;2047;8238;4525;587;109;32;21;137;717;517;1111;3662;Filippine;428;Sri Lanka (ex Ceylon);340;Perù;116;6;7;9;1548020,74
2013;Isola;11;10795;11478;22273;3115;4338;12917;7631;790;208;80;51;192;1241;1040;1493;4707;Cinese, Repubblica Popolare;646;Egitto;620;Filippine;570;3;2;2;1322966,34
2013;Lambrate - Ortica;23;5195;5407;10602;1801;2189;5748;2997;296;104;35;34;103;425;374;704;2044;Filippine;440;Egitto;324;Perù;167;5;4;2;3096861,87
2013;Lodi - Corvetto;35;17465;18698;36163;5287;9341;20209;10953;1488;320;119;155;421;1645;1447;2989;8865;Filippine;1588;Egitto;1580;Perù;834;9;7;4;3639092,52
2013;Lorenteggio;53;6254;7068;13322;2081;1893;6620;2917;669;91;38;27;158;384;447;1462;3809;Egitto;430;Filippine;220;Perù;145;5;5;2;2635327,1
2013;Loreto - Casoretto - NoLo;20;22914;21371;44285;6248;15708;26469;16759;1291;412;170;264;369;2650;2449;2383;7790;Egitto;3019;Filippine;2791;Cinese, Repubblica Popolare;1493;7;5;3;1747565,53
2013;Maciachini - Maggiolina;12;12330;13676;26006;3706;5402;14166;7632;1139;209;87;97;283;1025;859;2117;6185;Filippine;1017;Cinese, Repubblica Popolare;831;Egitto;578;8;3;2;1674980,95
2013;Magenta - S.Vittore;7;7981;9250;17231;2968;2108;9153;4755;651;146;42;28;151;854;697;1195;3877;Filippine;353;Sri Lanka (ex Ceylon);278;Francia;265;6;6;4;1390146,88
2013;Maggiore - Musocco - Certosa;72;2357;2531;4888;774;772;2539;1181;170;49;21;17;49;144;146;312;1284;Perù;111;Ecuador;90;Egitto;89;2;2;1;3030188,71
2013;Moncucco - San Cristoforo;45;6311;6766;13077;1950;2428;7165;3867;362;132;53;54;128;524;466;775;2996;Egitto;536;Filippine;289;Perù;185;5;1;1;1596174,14
2013;Monlue' - Ponte Lambro;31;2653;2427;5080;1005;1818;2496;1188;86;57;23;36;25;348;229;161;707;Egitto;311;Ecuador;201;Perù;182;1;1;0;2639289,21
2013;Morivione;37;3707;4090;7797;1322;1373;4250;2068;193;77;18;24;125;282;289;568;1643;Filippine;245;Egitto;184;Sri Lanka (ex Ceylon);146;3;2;1;817976,68
2013;Muggiano;54;1512;1516;3028;742;194;1310;490;35;32;14;5;11;74;71;70;315;Egitto;32;Ecuador;24;Perù;23;1;1;0;444218,42
2013;Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi;14;17330;19376;36706;5329;5161;19059;8889;1553;263;107;99;445;1145;1012;3152;10187;Egitto;746;Perù;537;Filippine;444;10;6;4;4251281,95
2013;Ortomercato;29;2114;2038;4152;594;1541;2404;1444;177;35;10;26;42;174;183;318;922;Egitto;405;Filippine;254;Perù;134;1;1;0;1402519,65
2013;Padova - Turro - Crescenzago;19;17920;18252;36172;5195;12280;20466;11698;1433;313;117;204;345;1811;1557;2637;7995;Filippine;2630;Egitto;2209;Perù;1179;7;4;3;2061945,5
2013;Pagano;68;7889;9078;16967;3161;1817;8507;4027;656;140;32;28;146;586;472;1324;3931;Filippine;316;Sri Lanka (ex Ceylon);185;Francia;156;2;2;2;1289734,29
2013;Parco Bosco in citta';88;224;233;457;117;187;214;110;8;5;3;2;1;51;45;12;64;Kosovo;58;Macedonia, Repubblica di, Repubblica di;43;Romania;21;0;0;0;7837668,61
2013;Parco dei Navigli;86;175;130;305;60;47;160;66;3;5;3;3;5;19;23;4;25;Romania;11;Bulgaria;9;Albania;8;0;0;0;3617836,27
2013;Parco delle Abbazie;85;262;212;474;130;221;219;120;6;12;8;6;3;17;19;10;41;Romania;79;Montenegro;63;Bosnia-Erzegovina;38;0;0;0;13722000
2013;Parco Forlanini - Cavriano;24;538;450;988;149;309;590;372;27;4;0;3;6;69;43;37;126;Egitto;57;Romania;44;Marocco;29;0;0;0;2925814,52
2013;Parco Nord;84;64;64;128;22;43;70;37;2;0;0;0;0;16;6;3;14;Egitto;8;Cinese, Repubblica Popolare;7;Ucraina;5;1;1;0;1533639,39
2013;Parco Sempione;8;3;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;0;0;0;470434,33
2013;Porta Garibaldi - Porta Nuova;9;2464;2730;5194;687;767;3068;1805;193;53;21;20;45;293;268;359;1105;Perù;95;Cinese, Repubblica Popolare;91;Sri Lanka (ex Ceylon);53;1;0;0;785668,25
2013;Porta Genova;50;6790;8193;14983;2322;1431;8083;4284;643;128;49;29;158;526;446;1173;3686;Filippine;225;Sri Lanka (ex Ceylon);99;Egitto;97;4;2;0;996786,39
2013;Porta Magenta;51;11757;14634;26391;4246;2913;13998;7237;1173;216;69;49;254;1009;783;2227;6550;Filippine;551;Perù;211;Francia;195;4;3;3;1306450,76
2013;Porta Ticinese - Conca del Naviglio;6;9314;10637;19951;2712;2555;11794;7150;652;168;61;40;159;886;814;1257;4337;Filippine;335;Egitto;306;Cinese, Repubblica Popolare;184;8;3;2;1255064,75
2013;Porta Ticinese - Conchetta;44;8026;9012;17038;2424;2516;10081;6162;592;182;78;51;153;868;745;1074;3418;Egitto;304;Filippine;278;Perù;203;4;1;0;1483927,87
2013;Porta Vigentina - Porta Lodovica;5;6396;7279;13675;2150;1701;7385;3895;552;104;34;21;129;621;491;1145;3358;Filippine;203;Sri Lanka (ex Ceylon);195;Egitto;169;4;3;3;1135239,32
2013;Portello;67;3601;4135;7736;1082;813;4155;2082;401;45;25;8;72;179;206;794;2189;Filippine;127;Perù;113;Cinese, Repubblica Popolare;64;3;3;1;909636,6
2013;Pta Romana;27;7688;8659;16347;2262;1994;9497;5645;585;148;55;35;149;669;662;1047;3458;Filippine;367;Cinese, Repubblica Popolare;135;Perù;125;1;2;1;1002793,53
2013;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;65;15188;17328;32516;4345;2835;15920;6113;1338;196;72;59;431;794;687;3296;11480;Perù;342;Romania;324;Filippine;296;6;6;3;3894538,21
2013;QT 8;66;1821;2196;4017;615;421;2038;961;235;30;9;2;64;121;107;453;1077;Filippine;62;Sri Lanka (ex Ceylon);45;Ucraina;35;3;2;1;1024437,42
2013;Quarto Cagnino;61;4605;4848;9453;1411;927;4478;1758;254;55;23;15;95;212;165;609;2505;Egitto;176;Perù;108;Filippine;100;3;1;1;986391,48
2013;Quarto Oggiaro - Vialba - Musocco;76;15096;16266;31362;5160;6952;14962;6361;1080;224;102;108;376;1153;734;2447;7220;Cinese, Repubblica Popolare;1529;Egitto;969;Filippine;628;7;5;3;2778263,75
2013;Quinto Romano;62;2386;2481;4867;665;456;2311;914;120;22;10;7;29;115;83;248;1134;Egitto;79;Perù;53;Filippine;50;1;1;0;1645859,77
2013;Quintosole;39;573;171;744;75;135;584;102;7;7;0;6;9;70;154;9;89;Albania;36;Egitto;29;Romania;18;0;0;0;1057528,77
2013;Rogoredo - Santa Giulia;33;4830;4552;9382;1837;1718;4820;2417;193;153;44;53;62;361;361;376;1332;Egitto;220;Perù;211;Filippine;154;2;1;1;1200161,64
2013;Ronchetto delle Rane;40;412;374;786;192;132;308;99;15;5;5;0;1;11;13;28;94;Egitto;45;Filippine;23;Perù;15;0;0;0;188870,6
2013;Ronchetto sul Naviglio - Q.re Lodovico il Moro;48;6997;7625;14622;2062;1874;7441;3357;446;128;50;41;155;486;367;1050;4108;Egitto;385;Perù;225;Filippine;209;4;4;3;2406775,2
2013;Roserio;74;138;111;249;37;47;115;40;4;4;4;0;1;13;6;12;46;Cinese, Repubblica Popolare;23;Filippine;4;Ecuador;3;0;0;0;708465,8
2013;San Siro;57;12689;13653;26342;4200;9136;14971;8820;1124;276;115;178;297;1372;1308;2049;5878;Egitto;2789;Filippine;1222;Marocco;722;2;1;0;984925,54
2013;Sarpi;69;13768;16009;29777;4722;5356;16646;9357;1066;319;128;100;269;1245;1107;2055;6188;Cinese, Repubblica Popolare;1989;Filippine;589;Perù;261;4;4;3;1811914,53
2013;Scalo Romana;36;6071;5491;11562;1689;3983;6559;3868;238;116;44;66;75;595;750;484;1996;Egitto;837;Filippine;593;Sri Lanka (ex Ceylon);312;0;1;0;1736727,98
2013;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;42;14750;15500;30250;4752;6059;16202;8369;1034;272;92;94;265;1040;1000;2171;6785;Filippine;1023;Egitto;926;Perù;424;8;5;3;3232237,35
2013;Stadio - Ippodromi;60;6237;6656;12893;2387;2594;6076;2589;368;77;32;25;115;568;410;876;2865;Francia;604;Filippine;364;Perù;183;6;8;4;3435307,37
2013;Stazione Centrale - Ponte Seveso;10;8924;8669;17593;2455;4356;10168;5999;554;128;54;42;149;968;831;1107;3606;Bangladesh;642;Filippine;605;Cinese, Repubblica Popolare;528;3;3;3;1556077,52
2013;Stephenson;75;34;25;59;6;12;27;11;1;2;0;0;0;2;3;3;13;Cinese, Repubblica Popolare;8;Brasile;3;Perù;1;0;0;0;560097,89
2013;Taliedo - Morsenchio - Q.re Forlanini;30;8684;10156;18840;2782;2888;9795;4570;1017;140;58;48;285;589;442;2260;5704;Perù;413;Filippine;328;Egitto;292;5;4;2;3821389,97
2013;Tibaldi;43;5599;6100;11699;1477;2092;6885;4068;505;97;40;29;118;549;451;951;2935;Egitto;409;Filippine;310;Perù;168;2;1;1;786214,31
2013;Tre Torri;59;641;774;1415;272;193;691;319;63;8;3;4;15;50;49;120;326;Francia;31;Filippine;25;Perù;10;0;0;0;513316,34
2013;Trenno;64;2122;2044;4166;546;270;2038;736;97;23;10;0;29;173;153;205;1069;Pakistan;28;Filippine;20;Afghanistan;18;2;0;0;489710,56
2013;Triulzo Superiore;32;896;617;1513;257;1035;909;609;16;16;8;11;4;148;126;31;117;Egitto;264;Sri Lanka (ex Ceylon);167;Perù;114;0;0;0;1395022,03
2013;Umbria - Molise - Calvairate;28;10684;11910;22594;3192;4716;12903;7394;1026;205;75;80;247;1032;908;1819;5349;Filippine;830;Egitto;703;Perù;337;3;1;1;1192396,73
2013;Vigentino - Q.re Fatima;38;6696;7071;13767;2134;1707;6990;3158;387;114;33;29;97;419;389;855;3550;Filippine;211;Egitto;174;Sri Lanka (ex Ceylon);164;4;2;1;1853233,5
2013;Villapizzone - Cagnola - Boldinasco;71;19759;20482;40241;6403;12721;21663;11470;1458;373;148;201;413;1767;1558;2941;8416;Cinese, Repubblica Popolare;2528;Egitto;1889;Filippine;1867;11;8;3;3427070,6
2013;XXII Marzo;26;14078;16721;30799;4534;3210;16841;9059;1240;228;87;48;290;1213;1001;2420;7621;Filippine;565;Perù;277;Sri Lanka (ex Ceylon);198;5;3;3;1637499,71
2014;Adriano;17;7966;7681;15647;3020;3171;7699;3199;270;161;64;57;87;557;520;576;2405;Filippine;561;Egitto;413;Cinese, Repubblica Popolare;374;3;1;0;2431560,11
2014;Affori;80;12021;12017;24038;3999;6844;12495;6333;686;265;101;131;181;1070;899;1395;4793;Cinese, Repubblica Popolare;1644;Egitto;1067;Filippine;1020;6;3;2;2070893,65
2014;Assiano;87;171;153;324;73;36;137;55;7;7;5;5;4;15;10;13;43;Paesi Bassi;12;Serbia, Repubblica di, Repubblica di;5;Ucraina;3;0;0;0;5844580,12
2014;Baggio - Q.re degli Olmi - Q.re Valsesia;55;13987;15435;29422;4625;5098;14401;6070;1013;237;109;94;307;838;820;2312;7846;Filippine;1028;Perù;704;Egitto;564;7;3;2;3478599,96
2014;Bande Nere;52;19652;23638;43290;6077;6343;23786;11909;2144;337;117;111;565;1594;1394;4732;12542;Filippine;1553;Perù;567;Egitto;555;15;7;7;2663880,93
2014;Barona;46;7964;9057;17021;2357;2190;8139;3127;632;98;48;40;217;367;293;1507;5320;Egitto;544;Marocco;238;Filippine;226;3;3;1;2006324,59
2014;Bicocca;15;4086;3952;8038;1410;1304;4225;2117;153;102;39;25;35;348;479;309;1247;Filippine;192;Egitto;189;Cinese, Repubblica Popolare;107;0;0;0;1534521,13
2014;Bovisa;77;6609;6393;13002;1978;4527;7338;4275;430;136;56;73;91;648;602;777;2359;Egitto;1092;Cinese, Repubblica Popolare;756;Filippine;533;4;2;1;1913132,63
2014;Bovisasca;81;3411;3811;7222;1091;935;3400;1260;246;53;19;18;100;187;149;640;1964;Perù;116;Egitto;111;Cinese, Repubblica Popolare;94;3;1;1;1576826,44
2014;Brera;2;8275;9574;17849;2848;2430;10121;5655;685;155;66;32;148;957;844;1224;4174;Filippine;404;Sri Lanka (ex Ceylon);221;Romania;137;6;6;5;1637395,23
2014;Bruzzano;83;6176;6523;12699;2079;2290;6111;2507;328;139;64;58;106;415;344;795;2973;Egitto;363;Perù;249;Ecuador;204;3;2;1;1667691,29
2014;Buenos Aires - Porta Venezia - Porta Monforte;21;28309;32571;60880;9113;7410;33724;18737;2380;479;174;125;510;2701;2238;4409;14170;Filippine;1344;Cinese, Repubblica Popolare;552;Sri Lanka (ex Ceylon);479;9;5;4;2877542,27
2014;Cantalupa;47;250;237;487;82;77;246;121;4;4;1;1;2;8;27;6;83;Egitto;20;Cinese, Repubblica Popolare;9;Perù;7;0;0;0;926716,81
2014;Cascina Merlata;73;552;75;627;14;81;588;6;0;0;0;0;1;90;190;0;27;Marocco;19;Romania;12;Albania;9;0;0;0;1729126,9
2014;Chiaravalle;34;561;545;1106;147;149;545;236;24;5;3;1;12;42;23;51;231;Filippine;20;Bangladesh;19;Sri Lanka (ex Ceylon);19;1;0;0;311640,12
2014;Cimiano - Rottole - Q.re Feltre;18;9081;10561;19642;2765;2939;10482;5229;1105;161;59;62;236;729;574;2183;5752;Filippine;595;Perù;401;Egitto;271;7;4;3;4971969,5
