Anno;Quartiere;NIL;Uomini;Donne;Totale;Minori;Stranieri;Famiglie registrate in anagrafe;Famiglie unipersonali registrate in anagrafe;80 e più soli fam registrate in anagrafe;Nati vivi;Nati fuori dal matrimonio;Nati con almeno un genitore straniero;Morti;Emigrati;Immigrati;80 e più;65 e più;Prima cittadinanza;residenti prima cittadinanza;Seconda cittadinanza;residenti seconda cittadinanza;Terza cittadinanza;residenti terza cittadinanza;Scuola dell'infanzia (numero);Scuola primaria (numero);Scuola secondaria di primo grado (numero);Area (metri quadrati)
2014;Citta' studi;22;16518;19619;36137;4938;5462;20528;11695;1825;291;108;78;382;1519;1225;3263;9356;Filippine;893;Perù;585;Sri Lanka (ex Ceylon);424;7;8;5;2207487,44
2014;Comasina;82;4649;4778;9427;1753;3033;4511;2019;359;89;41;57;82;336;291;674;1925;Cinese, Repubblica Popolare;887;Egitto;419;Perù;287;3;2;2;926734,56
2014;Corsica;25;8658;10286;18944;2668;2770;10469;5657;900;174;54;47;179;681;621;1709;4789;Filippine;659;Perù;263;Cinese, Repubblica Popolare;215;5;3;3;1081329,7
2014;De Angeli - Monte Rosa;58;9238;11361;20599;3192;2458;11097;5674;844;134;48;23;216;923;736;1768;5163;Filippine;417;Francia;223;Perù;203;3;2;3;1323078,54
2014;Dergano;79;11536;10679;22215;3705;7636;12007;6734;615;229;91;141;143;1010;1047;1242;3892;Egitto;1686;Cinese, Repubblica Popolare;1547;Filippine;983;3;3;3;1358615,04
2014;Duomo;1;7867;8535;16402;2614;2046;9089;5037;573;140;37;40;138;809;751;1051;3661;Filippine;431;Sri Lanka (ex Ceylon);270;Perù;123;4;4;3;2341704,07
2014;Farini;78;2064;1870;3934;559;1416;2303;1383;82;36;14;20;27;221;253;155;619;Egitto;340;Cinese, Repubblica Popolare;306;Filippine;152;0;0;0;1010230,89
2014;Figino;63;834;870;1704;268;297;821;361;46;10;3;6;16;84;54;96;360;Romania;54;Sri Lanka (ex Ceylon);49;Egitto;37;2;2;1;1424713,85
2014;Forze Armate;56;11505;12787;24292;3624;4097;12064;5320;868;199;89;89;257;641;722;1758;6241;Filippine;818;Egitto;606;Perù;476;7;5;2;3206902,39
2014;Ghisolfa;70;8120;9131;17251;2720;2976;9374;4981;779;145;55;53;159;647;557;1439;3896;Cinese, Repubblica Popolare;618;Filippine;561;Egitto;275;0;0;0;1051452,21
2014;Giambellino;49;14986;16703;31689;5201;8004;16933;9103;1291;303;91;174;279;1286;1170;2385;7169;Egitto;1916;Filippine;1376;Sri Lanka (ex Ceylon);650;2;2;2;1965274,21
2014;Giardini P.ta Venezia;3;27;25;52;12;10;19;6;0;2;1;1;0;6;8;1;5;Sri Lanka (ex Ceylon);5;Filippine;3;Francia;1;1;0;0;249646,83
2014;Gorla - Precotto;16;13675;14474;28149;4383;6481;14881;7396;861;299;105;137;232;1123;1121;1812;6390;Filippine;1629;Perù;702;Egitto;675;10;6;2;3005623,49
2014;Gratosoglio - Q.re Missaglia - Q.re Terrazze;41;8815;9814;18629;2912;2614;8664;3292;627;98;47;40;187;561;290;1702;5615;Egitto;432;Filippine;324;Marocco;255;3;4;2;3312818,32
2014;Greco - Segnano;13;7316;7793;15109;2352;3660;8068;4127;661;134;57;61;133;610;586;1263;3422;Filippine;815;Cinese, Repubblica Popolare;552;Egitto;424;2;2;2;1768669,43
2014;Guastalla;4;6821;8071;14892;2280;1847;8151;4415;598;109;34;28;125;596;549;1146;3671;Filippine;402;Sri Lanka (ex Ceylon);307;Perù;99;6;7;9;1548020,74
2014;Isola;11;10843;11528;22371;3167;4104;12910;7614;780;235;95;80;195;951;1046;1498;4674;Cinese, Repubblica Popolare;644;Egitto;605;Filippine;545;3;2;2;1322966,34
2014;Lambrate - Ortica;23;5099;5416;10515;1802;2026;5644;2909;314;91;35;22;123;463;368;740;2073;Filippine;420;Egitto;281;Perù;167;5;4;2;3096861,87
2014;Lodi - Corvetto;35;17219;18679;35898;5363;9018;19751;10473;1543;309;113;157;409;1499;1254;3119;8848;Filippine;1610;Egitto;1458;Perù;848;9;7;4;3639092,52
2014;Lorenteggio;53;6306;7064;13370;2084;1902;6613;2880;676;98;36;41;177;373;329;1482;3805;Egitto;444;Filippine;215;Romania;143;5;5;2;2635327,1
2014;Loreto - Casoretto - NoLo;20;22408;21365;43773;6332;15049;25741;16053;1314;427;146;220;339;2656;2317;2435;7827;Filippine;2842;Egitto;2794;Cinese, Repubblica Popolare;1609;7;5;3;1747565,53
2014;Maciachini - Maggiolina;12;12277;13657;25934;3773;5197;13994;7454;1155;212;95;80;239;963;970;2147;6213;Filippine;989;Cinese, Repubblica Popolare;887;Egitto;596;8;3;2;1674980,95
2014;Magenta - S.Vittore;7;7879;9194;17073;2955;1839;8958;4556;648;139;45;24;151;772;651;1221;3912;Filippine;344;Sri Lanka (ex Ceylon);237;Francia;200;6;6;4;1390146,88
2014;Maggiore - Musocco - Certosa;72;2374;2547;4921;801;762;2518;1131;167;51;17;17;41;150;109;326;1328;Perù;107;Egitto;92;Ecuador;85;2;2;1;3030188,71
2014;Moncucco - San Cristoforo;45;6347;6776;13123;2021;2418;7119;3777;372;133;55;52;121;433;464;813;3024;Egitto;584;Filippine;273;Perù;175;5;1;1;1596174,14
2014;Monlue' - Ponte Lambro;31;2697;2415;5112;1020;1803;2497;1091;90;60;35;40;21;333;304;171;749;Egitto;275;Ecuador;195;Perù;184;1;1;0;2639289,21
2014;Morivione;37;3672;4031;7703;1327;1285;4115;1927;187;69;32;22;115;361;258;565;1667;Filippine;240;Egitto;167;Cinese, Repubblica Popolare;123;3;2;1;817976,68
2014;Muggiano;54;1517;1543;3060;743;205;1308;476;37;39;12;4;6;81;48;75;327;Egitto;31;Ecuador;29;Perù;25;1;1;0;444218,42
2014;N.D.;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;0;;0;;0;0;0;0;0
2014;Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi;14;17318;19402;36720;5402;5005;18914;8692;1612;271;115;74;414;1186;852;3288;10198;Egitto;734;Perù;522;Filippine;481;10;6;4;4251281,95
2014;Ortomercato;29;2109;2043;4152;627;1532;2359;1394;179;48;18;29;31;212;205;318;906;Egitto;447;Filippine;237;Perù;133;1;1;0;1402519,65
2014;Padova - Turro - Crescenzago;19;17687;18336;36023;5307;12056;19992;11122;1436;335;142;216;299;1638;1484;2756;8015;Filippine;2698;Egitto;2129;Perù;1176;7;4;3;2061945,5
2014;Pagano;68;7883;8995;16878;3099;1589;8393;3897;673;107;39;19;141;555;497;1358;4001;Filippine;285;Sri Lanka (ex Ceylon);150;Francia;123;2;2;2;1289734,29
2014;Parco Bosco in citta';88;224;223;447;112;176;217;99;8;4;2;3;4;27;18;11;67;Kosovo;47;Macedonia, Repubblica di, Repubblica di;34;Romania;34;0;0;0;7837668,61
2014;Parco dei Navigli;86;177;126;303;58;44;160;61;2;4;2;1;1;14;12;4;24;Romania;13;Albania;9;Bulgaria;8;0;0;0;3617836,27
2014;Parco delle Abbazie;85;249;221;470;133;206;204;103;5;11;4;4;1;37;15;10;43;Romania;75;Montenegro;62;Bosnia-Erzegovina;35;0;0;0;13722000
2014;Parco Forlanini - Cavriano;24;519;435;954;143;289;564;356;24;9;4;2;5;71;49;33;125;Egitto;54;Romania;45;Ecuador;22;0;0;0;2925814,52
2014;Parco Nord;84;46;54;100;19;28;49;22;2;1;0;1;0;19;2;3;15;Egitto;6;Ucraina;6;Cinese, Repubblica Popolare;5;1;1;0;1533639,39
2014;Parco Sempione;8;3;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;0;0;0;470434,33
2014;Porta Garibaldi - Porta Nuova;9;2509;2766;5275;699;721;3106;1812;188;57;22;18;64;229;259;366;1124;Perù;97;Cinese, Repubblica Popolare;94;Sri Lanka (ex Ceylon);55;1;0;0;785668,25
2014;Porta Genova;50;6728;8139;14867;2338;1224;7963;4195;619;106;31;24;155;507;427;1176;3668;Filippine;207;Sri Lanka (ex Ceylon);92;Egitto;75;4;2;0;996786,39
2014;Porta Magenta;51;11759;14523;26282;4213;2559;13861;7076;1171;221;75;49;243;944;832;2260;6577;Filippine;546;Perù;178;Francia;166;4;3;3;1306450,76
2014;Porta Ticinese - Conca del Naviglio;6;9056;10542;19598;2706;2130;11415;6804;681;162;75;39;177;922;729;1310;4364;Filippine;329;Egitto;242;Cinese, Repubblica Popolare;170;8;3;2;1255064,75
2014;Porta Ticinese - Conchetta;44;7981;9015;16996;2440;2261;9992;6075;586;191;71;40;131;746;726;1087;3426;Egitto;269;Filippine;240;Perù;170;4;1;0;1483927,87
2014;Porta Vigentina - Porta Lodovica;5;6277;7271;13548;2180;1452;7213;3701;559;91;33;24;132;540;440;1185;3388;Filippine;197;Sri Lanka (ex Ceylon);176;Egitto;134;4;3;3;1135239,32
2014;Portello;67;3630;4170;7800;1124;743;4152;2073;414;59;15;11;86;255;201;804;2182;Perù;114;Filippine;103;Cinese, Repubblica Popolare;65;3;3;1;909636,6
2014;Pta Romana;27;7598;8619;16217;2239;1697;9357;5493;586;148;68;26;116;695;655;1080;3508;Filippine;317;Cinese, Repubblica Popolare;122;Perù;116;1;2;1;1002793,53
2014;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;65;15136;17345;32481;4368;2845;15931;6145;1458;169;67;42;403;739;668;3572;11466;Romania;355;Perù;324;Filippine;319;6;6;3;3894538,21
2014;QT 8;66;1836;2207;4043;642;386;2045;972;249;32;13;4;50;111;94;448;1087;Filippine;60;Sri Lanka (ex Ceylon);44;Ucraina;36;3;2;1;1024437,42
2014;Quarto Cagnino;61;4541;4854;9395;1388;882;4456;1768;268;59;21;14;94;232;192;648;2551;Egitto;166;Cinese, Repubblica Popolare;106;Filippine;104;3;1;1;986391,48
2014;Quarto Oggiaro - Vialba - Musocco;76;14874;16168;31042;5190;6756;14638;6095;1107;254;117;117;330;1084;681;2511;7222;Cinese, Repubblica Popolare;1531;Egitto;899;Filippine;651;7;5;3;2778263,75
2014;Quinto Romano;62;2352;2457;4809;657;419;2276;880;123;37;19;8;52;150;85;264;1163;Egitto;65;Filippine;55;Perù;49;1;1;0;1645859,77
2014;Quintosole;39;632;160;792;70;138;642;98;8;2;2;1;1;92;129;17;101;Egitto;32;Albania;29;Marocco;19;0;0;0;1057528,77
2014;Rogoredo - Santa Giulia;33;4992;4760;9752;1977;1884;4906;2428;187;116;34;34;62;343;302;386;1370;Egitto;270;Perù;219;Filippine;181;2;1;1;1200161,64
2014;Ronchetto delle Rane;40;406;371;777;177;127;302;90;15;5;2;0;4;14;7;31;100;Egitto;42;Filippine;22;Perù;13;0;0;0;188870,6
2014;Ronchetto sul Naviglio - Q.re Lodovico il Moro;48;6963;7641;14604;2071;1775;7414;3352;492;119;55;34;134;494;376;1138;4174;Egitto;373;Perù;207;Filippine;196;4;4;3;2406775,2
2014;Roserio;74;138;115;253;39;50;115;44;3;2;1;1;1;10;15;12;53;Cinese, Repubblica Popolare;27;Filippine;7;Bolivia;3;0;0;0;708465,8
2014;San Siro;57;12732;13805;26537;4469;9256;14785;8543;1153;297;93;214;258;1240;1362;2061;5857;Egitto;2947;Filippine;1249;Romania;736;2;1;0;984925,54
2014;Sarpi;69;13591;15920;29511;4724;4878;16359;9114;1088;266;115;87;246;1332;1107;2101;6224;Cinese, Repubblica Popolare;2021;Filippine;563;Perù;223;5;4;3;1811914,53
2014;Scalo Romana;36;6110;5551;11661;1709;3984;6577;3847;238;93;26;53;73;637;680;522;2065;Egitto;850;Filippine;637;Bangladesh;364;0;1;0;1736727,98
2014;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;42;14563;15349;29912;4818;5886;15865;8085;1061;276;107;108;289;1256;857;2272;6774;Filippine;1051;Egitto;855;Perù;436;8;5;3;3232237,35
2014;Stadio - Ippodromi;60;5995;6486;12481;2311;2116;5879;2444;372;98;40;32;118;811;382;925;2897;Filippine;383;Francia;356;Perù;158;6;8;4;3435307,37
2014;Stazione Centrale - Ponte Seveso;10;8862;8594;17456;2446;4119;9999;5822;561;153;66;73;130;877;838;1124;3618;Bangladesh;681;Filippine;594;Cinese, Repubblica Popolare;512;3;3;3;1556077,52
2014;Stephenson;75;44;33;77;10;20;34;14;1;0;0;0;0;2;6;3;17;Cinese, Repubblica Popolare;7;Filippine;4;Sri Lanka (ex Ceylon);4;0;0;0;560097,89
2014;Taliedo - Morsenchio - Q.re Forlanini;30;8729;10204;18933;2807;2911;9767;4517;1058;128;52;48;225;540;513;2359;5646;Perù;435;Filippine;363;Egitto;266;5;4;2;3821389,97
2014;Tibaldi;43;5451;6036;11487;1425;1918;6719;3926;501;79;30;28;89;615;456;982;2954;Egitto;350;Filippine;311;Perù;144;2;1;1;786214,31
2014;Tre Torri;59;740;849;1589;313;205;765;345;60;9;1;5;15;49;74;116;348;Francia;40;Filippine;26;Perù;12;0;0;0;513316,34
2014;Trenno;64;2126;2028;4154;527;294;2056;713;102;14;7;0;26;159;165;231;1118;Pakistan;32;Eritrea;29;Afghanistan;25;2;0;0;489710,56
2014;Triulzo Superiore;32;891;622;1513;274;1044;865;557;15;28;8;24;8;130;102;29;113;Egitto;253;Sri Lanka (ex Ceylon);156;Filippine;127;0;0;0;1395022,03
2014;Umbria - Molise - Calvairate;28;10523;11791;22314;3247;4405;12584;7104;1023;208;74;82;230;834;803;1847;5299;Filippine;807;Egitto;620;Perù;304;3;1;1;1192396,73
2014;Vigentino - Q.re Fatima;38;6755;7178;13933;2218;1677;7014;3118;411;119;40;27;96;470;396;932;3632;Filippine;226;Egitto;177;Ecuador;154;4;2;1;1853233,5
2014;Villapizzone - Cagnola - Boldinasco;71;19514;20475;39989;6487;12507;21166;10971;1462;403;173;235;418;1744;1528;2945;8384;Cinese, Repubblica Popolare;2631;Filippine;1931;Egitto;1784;11;8;3;3427070,6
2014;XXII Marzo;26;14193;16787;30980;4628;2901;16788;8922;1252;258;89;54;309;1014;1027;2446;7643;Filippine;525;Perù;258;Sri Lanka (ex Ceylon);183;5;3;3;1637499,71
2015;Adriano;17;8191;7800;15991;3043;3342;7883;3216;285;150;57;60;107;357;547;605;2440;Filippine;530;Egitto;457;Cinese, Repubblica Popolare;372;4;1;0;2431560,11
2015;Affori;80;12254;12286;24540;4110;7125;12679;6424;707;249;90;136;188;553;879;1452;4835;Cinese, Repubblica Popolare;1743;Egitto;1136;Filippine;1080;6;3;2;2070893,65
2015;Assiano;87;166;158;324;72;41;140;57;8;4;4;1;2;18;12;12;46;Paesi Bassi;12;Serbia, Repubblica di, Repubblica di;4;Ucraina;4;0;0;0;5844580,12
2015;Baggio - Q.re degli Olmi - Q.re Valsesia;55;14042;15506;29548;4665;5302;14440;6120;1047;224;104;98;350;585;719;2440;7866;Filippine;1041;Perù;708;Egitto;607;7;3;2;3478599,96
2015;Bande Nere;52;19828;23779;43607;6140;6597;23931;11973;2196;332;110;119;665;952;1440;4889;12504;Filippine;1562;Egitto;598;Perù;569;15;7;7;2663880,93
2015;Barona;46;7878;8926;16804;2307;2171;8053;3148;647;86;35;36;241;357;226;1529;5295;Egitto;499;Filippine;253;Marocco;219;3;3;1;2006324,59
2015;Bicocca;15;4170;4054;8224;1470;1322;4290;2129;151;109;36;22;44;244;390;322;1268;Filippine;204;Egitto;193;Cinese, Repubblica Popolare;123;0;0;0;1534521,13
2015;Bovisa;77;6849;6568;13417;2071;4751;7580;4448;437;118;44;62;109;361;677;786;2370;Egitto;1137;Cinese, Repubblica Popolare;813;Filippine;553;4;2;1;1913132,63
2015;Bovisasca;81;3363;3745;7108;1070;932;3383;1291;259;48;22;20;104;174;153;648;1957;Perù;114;Egitto;109;Cinese, Repubblica Popolare;98;3;1;1;1576826,44
2015;Brera;2;8322;9549;17871;2863;2471;10115;5622;660;143;55;46;160;629;810;1231;4141;Filippine;402;Sri Lanka (ex Ceylon);190;Romania;137;5;5;3;1637395,23
2015;Bruzzano;83;6254;6588;12842;2130;2368;6166;2544;334;111;46;54;113;296;337;820;3024;Egitto;373;Perù;233;Ecuador;216;3;2;1;1667691,29
2015;Buenos Aires - Porta Venezia - Porta Monforte;21;28512;32690;61202;9133;7456;33864;18785;2417;457;176;98;557;1530;2274;4502;14228;Filippine;1318;Cinese, Repubblica Popolare;615;Sri Lanka (ex Ceylon);467;9;5;4;2877542,27
2015;Cantalupa;47;247;229;476;71;70;241;115;5;1;1;0;1;20;18;10;89;Egitto;14;Cinese, Repubblica Popolare;9;Perù;7;0;0;0;926716,81
2015;Cascina Merlata;73;623;93;716;14;121;679;7;0;0;0;0;1;61;154;1;32;Marocco;24;Romania;23;Albania;17;0;0;0;1729126,9
2015;Chiaravalle;34;551;535;1086;139;149;539;233;30;7;4;3;6;38;14;56;246;Filippine;27;Bangladesh;17;Egitto;15;1;0;0;311640,12
2015;Cimiano - Rottole - Q.re Feltre;18;9021;10504;19525;2766;2968;10443;5247;1118;146;54;52;250;515;574;2202;5690;Filippine;586;Perù;385;Egitto;277;7;4;3;4971969,5
2015;Citta' studi;22;16553;19491;36044;4941;5395;20449;11653;1798;292;101;82;420;888;1075;3259;9279;Filippine;917;Perù;547;Sri Lanka (ex Ceylon);425;7;8;5;2207487,44
2015;Comasina;82;4675;4774;9449;1754;3031;4499;2002;357;87;32;50;99;256;233;668;1906;Cinese, Repubblica Popolare;905;Egitto;420;Perù;265;3;2;2;926734,56
2015;Corsica;25;8766;10320;19086;2702;2797;10506;5666;884;163;61;37;206;447;631;1698;4758;Filippine;659;Perù;248;Cinese, Repubblica Popolare;223;5;3;3;1081329,7
2015;De Angeli - Monte Rosa;58;9259;11338;20597;3178;2468;11112;5687;867;170;50;39;228;547;693;1806;5125;Filippine;407;Francia;235;Perù;192;3;2;3;1323078,54
2015;Dergano;79;11784;10785;22569;3734;7899;12257;6931;624;214;89;124;169;582;949;1260;3914;Egitto;1763;Cinese, Repubblica Popolare;1594;Filippine;1005;3;3;3;1358615,04
2015;Duomo;1;7965;8669;16634;2693;2077;9214;5124;578;157;57;35;122;496;828;1077;3684;Filippine;409;Sri Lanka (ex Ceylon);256;Francia;119;4;4;3;2341704,07
2015;Farini;78;2093;1883;3976;592;1465;2286;1360;89;50;23;26;30;125;168;162;622;Egitto;360;Cinese, Repubblica Popolare;344;Filippine;139;0;0;0;1010230,89
2015;Figino;63;951;985;1936;336;393;925;392;44;15;5;8;17;39;93;100;391;Romania;60;Sri Lanka (ex Ceylon);59;Egitto;52;2;2;1;1424713,85
2015;Forze Armate;56;11511;12756;24267;3656;4220;12073;5388;881;183;58;70;257;544;613;1809;6267;Filippine;854;Egitto;659;Perù;465;7;6;2;3206902,39
2015;Ghisolfa;70;8207;9245;17452;2749;3034;9455;5028;780;173;61;60;171;410;580;1436;3893;Cinese, Repubblica Popolare;663;Filippine;538;Egitto;284;0;0;0;1051452,21
2015;Giambellino;49;14945;16643;31588;5190;8035;16769;8983;1293;268;84;135;312;843;969;2418;7124;Egitto;1894;Filippine;1402;Sri Lanka (ex Ceylon);699;2;2;2;1965274,21
2015;Giardini P.ta Venezia;3;28;27;55;10;14;22;8;1;1;1;0;0;1;1;2;6;Sri Lanka (ex Ceylon);8;Filippine;4;Francia;1;1;0;0;249646,83
2015;Gorla - Precotto;16;13829;14629;28458;4481;6614;14945;7408;875;250;103;121;251;710;1045;1896;6411;Filippine;1685;Perù;704;Egitto;693;9;6;2;3005623,49
2015;Gratosoglio - Q.re Missaglia - Q.re Terrazze;41;8835;9893;18728;2966;2659;8657;3303;690;110;52;44;242;519;395;1840;5566;Egitto;424;Filippine;359;Marocco;243;3;4;2;3312818,32
2015;Greco - Segnano;13;7424;7822;15246;2377;3756;8115;4192;680;151;63;63;151;422;591;1263;3406;Filippine;830;Cinese, Repubblica Popolare;580;Egitto;437;2;2;2;1768669,43
2015;Guastalla;4;6838;8091;14929;2305;1844;8132;4379;584;122;37;23;147;422;560;1147;3696;Filippine;378;Sri Lanka (ex Ceylon);304;Perù;94;6;7;9;1548020,74
2015;Isola;11;10966;11637;22603;3218;4172;13066;7733;791;202;81;63;210;566;894;1512;4652;Cinese, Repubblica Popolare;678;Egitto;615;Filippine;532;3;2;2;1322966,34
2015;Lambrate - Ortica;23;5350;5648;10998;1900;2060;5895;3048;323;116;44;40;109;274;442;780;2122;Filippine;429;Egitto;282;Perù;162;6;4;2;3096861,87
2015;Lodi - Corvetto;35;17350;18752;36102;5468;9242;19818;10591;1540;322;138;164;461;951;1211;3147;8770;Filippine;1678;Egitto;1455;Perù;842;9;7;4;3639092,52
2015;Lorenteggio;53;6445;7234;13679;2159;1965;6776;2973;663;78;27;26;197;250;383;1488;3741;Egitto;439;Filippine;213;Perù;146;5;4;2;2635327,1
2015;Loreto - Casoretto - NoLo;20;22836;21501;44337;6438;15401;26023;16258;1315;411;149;227;360;1306;2148;2456;7807;Filippine;2887;Egitto;2866;Cinese, Repubblica Popolare;1689;7;5;4;1747565,53
2015;Maciachini - Maggiolina;12;12386;13634;26020;3793;5269;14039;7500;1168;224;80;100;276;576;799;2155;6214;Filippine;957;Cinese, Repubblica Popolare;918;Egitto;642;8;3;2;1674980,95
2015;Magenta - S.Vittore;7;8006;9258;17264;3002;1854;9029;4584;645;146;35;22;161;454;674;1236;3925;Filippine;330;Sri Lanka (ex Ceylon);230;Francia;220;5;6;4;1390146,88
2015;Maggiore - Musocco - Certosa;72;2386;2565;4951;815;823;2526;1143;164;39;15;21;57;100;133;330;1326;Perù;113;Egitto;111;Ecuador;84;2;2;1;3030188,71
2015;Moncucco - San Cristoforo;45;6488;6894;13382;2098;2534;7250;3863;398;106;40;34;121;297;519;861;3075;Egitto;648;Filippine;266;Sri Lanka (ex Ceylon);189;4;1;1;1596174,14
2015;Monlue' - Ponte Lambro;31;2689;2394;5083;986;1781;2487;1072;96;49;28;26;41;236;219;177;746;Egitto;268;Ecuador;198;Perù;190;1;1;0;2639289,21
2015;Morivione;37;3673;4001;7674;1323;1287;4119;1961;190;70;23;32;117;201;272;582;1656;Filippine;244;Egitto;165;Cinese, Repubblica Popolare;121;2;2;1;817976,68
2015;Muggiano;54;1524;1537;3061;749;203;1301;465;34;27;11;7;12;54;42;76;334;Ecuador;29;Egitto;27;Perù;24;1;1;0;444218,42
2015;N.D.;;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;;0;;0;;0;0;0;0;0
2015;Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi;14;17289;19272;36561;5384;5093;18812;8678;1637;272;121;89;438;916;784;3376;10098;Egitto;725;Perù;510;Filippine;509;10;6;4;4251281,95
2015;Ortomercato;29;2141;2068;4209;635;1595;2426;1439;181;38;17;22;46;120;185;320;894;Egitto;448;Filippine;231;Cinese, Repubblica Popolare;139;1;1;1;1402519,65
2015;Padova - Turro - Crescenzago;19;17968;18466;36434;5388;12344;20177;11281;1455;325;106;203;345;903;1435;2825;8007;Filippine;2671;Egitto;2261;Cinese, Repubblica Popolare;1165;7;4;3;2061945,5
2015;Pagano;68;7859;9037;16896;3060;1569;8412;3912;681;135;42;25;167;395;504;1371;4034;Filippine;275;Sri Lanka (ex Ceylon);138;Francia;118;2;2;2;1289734,29
2015;Parco Bosco in citta';88;216;222;438;111;169;217;92;5;10;7;4;4;30;18;10;69;Romania;48;Kosovo;36;Macedonia, Repubblica di, Repubblica di;18;0;0;0;7837668,61
2015;Parco dei Navigli;86;173;132;305;58;46;154;63;2;1;0;0;0;13;6;4;26;Albania;9;Bulgaria;9;Romania;8;0;0;0;3617836,27
2015;Parco delle Abbazie;85;241;218;459;131;205;195;98;3;11;9;5;2;31;8;7;39;Romania;74;Montenegro;61;Bosnia-Erzegovina;37;0;0;0;13722000
2015;Parco Forlanini - Cavriano;24;540;448;988;151;313;582;343;22;14;12;7;3;46;70;36;124;Egitto;54;Romania;47;Filippine;22;0;0;0;2925814,52
2015;Parco Nord;84;47;47;94;18;23;49;24;2;1;0;1;1;5;3;3;14;Egitto;6;Cinese, Repubblica Popolare;5;Filippine;3;1;1;0;1533639,39
2015;Parco Sempione;8;3;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;0;0;0;470434,33
2015;Porta Garibaldi - Porta Nuova;9;2517;2770;5287;704;709;3124;1833;196;53;23;15;48;215;269;370;1139;Cinese, Repubblica Popolare;100;Perù;81;Sri Lanka (ex Ceylon);51;1;0;0;785668,25
2015;Porta Genova;50;6782;8185;14967;2334;1208;7990;4185;623;101;36;17;139;298;466;1192;3701;Filippine;198;Sri Lanka (ex Ceylon);87;Egitto;83;4;2;0;996786,39
2015;Porta Magenta;51;11790;14561;26351;4206;2559;13899;7142;1170;221;84;47;265;549;823;2266;6577;Filippine;509;Francia;193;Ucraina;171;4;3;3;1306450,76
2015;Porta Ticinese - Conca del Naviglio;6;9068;10543;19611;2716;2122;11420;6830;689;177;57;37;172;503;734;1328;4371;Filippine;315;Egitto;250;Cinese, Repubblica Popolare;182;9;3;2;1255064,75
2015;Porta Ticinese - Conchetta;44;8023;9057;17080;2510;2277;10015;6108;595;191;78;56;160;485;648;1089;3420;Egitto;274;Filippine;244;Romania;169;4;1;0;1483927,87
2015;Porta Vigentina - Porta Lodovica;5;6259;7287;13546;2168;1471;7223;3744;554;94;33;24;144;299;478;1182;3364;Filippine;190;Sri Lanka (ex Ceylon);174;Egitto;138;4;3;3;1135239,32
2015;Portello;67;3692;4216;7908;1157;783;4195;2080;387;68;24;17;102;151;288;775;2159;Perù;114;Filippine;100;Cinese, Repubblica Popolare;72;3;3;1;909636,6
2015;Pta Romana;27;7610;8661;16271;2221;1708;9430;5575;575;140;47;30;162;487;736;1078;3509;Filippine;318;Cinese, Repubblica Popolare;118;Perù;113;1;2;1;1002793,53
2015;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;65;14923;17210;32133;4260;2885;15851;6218;1546;171;64;51;490;692;682;3804;11281;Romania;362;Filippine;320;Perù;296;6;6;3;3894538,21
2015;QT 8;66;1856;2230;4086;645;417;2063;971;241;24;12;2;49;72;105;454;1078;Filippine;53;Sri Lanka (ex Ceylon);46;Cinese, Repubblica Popolare;38;3;2;1;1024437,42
2015;Quarto Cagnino;61;4658;5008;9666;1462;945;4573;1809;275;75;30;21;83;127;229;691;2571;Egitto;181;Cinese, Repubblica Popolare;113;Filippine;113;3;1;1;986391,48
2015;Quarto Oggiaro - Vialba - Musocco;76;14894;16105;30999;5203;6872;14633;6132;1115;229;117;106;435;712;537;2523;7134;Cinese, Repubblica Popolare;1579;Egitto;904;Filippine;668;6;5;3;2778263,75
2015;Quinto Romano;62;2318;2450;4768;655;438;2253;868;130;27;7;12;37;87;72;296;1189;Egitto;69;Filippine;54;Perù;47;1;1;0;1645859,77
2015;Quintosole;39;645;158;803;64;143;656;94;7;3;0;2;10;67;100;15;104;Egitto;33;Albania;27;Romania;18;0;0;0;1057528,77
2015;Rogoredo - Santa Giulia;33;5064;4853;9917;2046;1981;4917;2390;190;113;36;33;62;274;286;401;1416;Egitto;292;Perù;207;Filippine;204;2;1;1;1200161,64
2015;Ronchetto delle Rane;40;395;363;758;164;116;299;90;14;2;1;0;5;18;7;31;102;Egitto;38;Filippine;22;Sri Lanka (ex Ceylon);11;0;0;0;188870,6
2015;Ronchetto sul Naviglio - Q.re Lodovico il Moro;48;6929;7670;14599;2078;1779;7394;3338;512;104;37;38;160;323;313;1205;4187;Egitto;385;Perù;195;Filippine;182;4;4;3;2406775,2
2015;Roserio;74;138;115;253;34;52;119;47;5;1;1;0;2;7;10;12;56;Cinese, Repubblica Popolare;29;Filippine;5;Bolivia;3;0;0;0;708465,8
